ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,BaseFreightCost,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus
SHP-0000177,PO-SYN-0012313,WH-03,FEDEX EXPRESS,Road Transport,2026-01-03,2026-01-18,2026-01-17,22340.21,6932.19,USD,DELIVERED
SHP-0000178,PO-SYN-0011903,WH-45,FEDEX EXPRESS,AIR,2026-06-01,2026-06-16,N/A,11057.44,2518.38,USD,IN_TRANSIT
SHP-0000179,PO-SYN-0001882,WH-06,FEDEX EXPRESS,AIR,2024-04-22,2024-05-07,N/A,3990.63,748.73,USD,DELAYED_WEATHER
SHP-0000180,PO-SYN-0003033,WH-46,MAERSK,AIR,2025-05-11,2025-05-26,N/A,,2117.86,USD,IN_TRANSIT
SHP-0000181,PO-SYN-0012026,WH-29,DHL Express,Road Transport,2024-12-12,2024-12-27,2025-01-16,23575.93,6612.97,USD,Delivered
SHP-0000182,PO-SYN-0005123,WH-29,Maersk Line,AIR,2025-08-24,2025-09-08,N/A,FREE,3158.16,USD,IN_TRANSIT
SHP-0000183,PO-SYN-0003902,WH-11,FedEx,Road Transport,2026-06-07,2026-06-22,N/A,20810.34,3090.2,USD,DELAYED_WEATHER
SHP-0000184,PO-SYN-0002015,WH-09,Fed-Ex,Road Transport,2025-10-17,2025-11-01,N/A,$7776.75,2388.93,USD,PORT_CUSTOMS_HOLD
SHP-0000185,PO-SYN-0013036,WH-34,DHL Express,AIR,2025-10-18,2025-11-02,2025-10-27,6125.46,1007.5,USD,Delivered
SHP-0000186,PO-SYN-0011207,WH-19,Fed-Ex,Air Freight,2026-02-26,2026-03-13,N/A,21689.22,5615.25,USD,IN_TRANSIT
SHP-0000187,PO-SYN-0006871,WH-13,FEDEX EXPRESS,Ocean,2025-10-24,2025-11-08,2025-11-17,12579.67,3039.91,USD,Delivered
SHP-0000188,PO-SYN-0014044,WH-24,DHL,Ocean,2024-03-04,2024-03-19,2024-04-07,14725.95,2304.09,USD,Delivered
SHP-0000189,PO-SYN-0012289,WH-21,Fed-Ex,Air Freight,2025-03-18,2025-04-02,N/A,9226.7,1214.7,USD,PORT_CUSTOMS_HOLD
SHP-0000190,PO-SYN-0012160,WH-07,Maersk Line,Ocean Freight,2025-06-19,2025-07-04,N/A,21922.27,6276.03,USD,IN_TRANSIT
SHP-0000191,PO-SYN-0003934,WH-33,FEDEX EXPRESS,Ocean Freight,2025-09-11,2025-09-26,N/A,19266.0,4618.99,USD,DELAYED_WEATHER
SHP-0000192,PO-SYN-0018966,WH-40,Fed-Ex,Ocean Freight,2026-01-05,2026-01-20,N/A,$22914.13,4255.93,USD,DELAYED_WEATHER
SHP-0000193,PO-SYN-0003836,WH-47,Maersk Line,Road Transport,2025-03-27,2025-04-11,N/A,3116.67,956.72,USD,DELAYED_WEATHER
SHP-0000194,PO-SYN-0008531,WH-33,MAERSK,AIR,2024-02-12,2024-02-27,N/A,17027.8,5928.04,USD,PORT_CUSTOMS_HOLD
SHP-0000195,PO-SYN-0000980,WH-39,FEDEX EXPRESS,Road Transport,2025-01-21,2025-02-05,2025-02-27,23979.16,4994.81,USD,DELIVERED
SHP-0000196,PO-SYN-0006527,WH-20,DHL Express,Truck,2026-06-04,2026-06-19,2026-07-08,FREE,1834.43,USD,Delivered
SHP-0000197,PO-SYN-0009489,WH-19,Maersk Line,Truck,2025-06-27,2025-07-12,2025-08-02,11441.81,4003.82,USD,Delivered
SHP-0000198,PO-SYN-0009544,WH-01,Fed-Ex,Air Freight,2025-07-04,2025-07-19,2025-07-07,17144.54,5596.93,USD,Delivered
SHP-0000199,PO-SYN-0009802,WH-02,FEDEX EXPRESS,Ocean,2025-02-25,2025-03-12,2025-03-22,20471.69,3767.23,USD,Delivered
SHP-0000200,PO-SYN-0001615,WH-24,DHL,Ocean Freight,2025-10-07,2025-10-22,N/A,$883.99,166.72,USD,DELAYED_WEATHER
SHP-0000201,PO-SYN-0006317,WH-35,Fed-Ex,Road Transport,2026-05-26,2026-06-10,N/A,21911.79,4212.73,USD,PORT_CUSTOMS_HOLD
SHP-0000202,PO-SYN-0003012,WH-19,FEDEX EXPRESS,Ocean Freight,2025-06-11,2025-06-26,N/A,19522.91,2546.16,USD,PORT_CUSTOMS_HOLD
SHP-0000203,PO-SYN-0007469,WH-06,DHL Express,Truck,2025-09-09,2025-09-24,N/A,14856.84,2074.05,USD,SCHEDULED
SHP-0000204,PO-SYN-0012841,WH-08,Fed-Ex,AIR,2025-03-11,2025-03-26,N/A,19810.11,5914.66,USD,SCHEDULED
SHP-0000205,PO-SYN-0011181,WH-04,DHL,Truck,2025-11-12,2025-11-27,N/A,16833.26,2230.46,USD,IN_TRANSIT
SHP-0000206,PO-SYN-0004844,WH-31,DHL Express,Truck,2025-06-19,2025-07-04,N/A,6473.0,1121.04,USD,IN_TRANSIT
SHP-0000207,PO-SYN-0003515,WH-08,MAERSK,Air Freight,2024-03-16,2024-03-31,2024-04-14,23007.34,4767.37,USD,DELIVERED
SHP-0000208,PO-SYN-0017739,WH-13,DB Schenker,Road Transport,2024-11-26,2024-12-11,2024-12-04,$22322.38,5851.28,USD,DELIVERED
SHP-0000209,PO-SYN-0018907,WH-34,FEDEX EXPRESS,Ocean,2024-02-01,2024-02-16,2024-02-08,20743.5,4997.74,USD,DELIVERED
SHP-0000210,PO-SYN-0004915,WH-49,DHL,AIR,2026-03-19,2026-04-03,N/A,FREE,3663.04,USD,PORT_CUSTOMS_HOLD
SHP-0000211,PO-SYN-0007929,WH-44,DHL,Truck,2025-10-28,2025-11-12,N/A,17728.51,3495.86,USD,PORT_CUSTOMS_HOLD
SHP-0000212,PO-SYN-0013821,WH-17,Maersk Line,Ocean,2025-05-30,2025-06-14,N/A,15693.08,3359.03,USD,SCHEDULED
SHP-0000213,PO-SYN-0015105,WH-26,DHL,Air Freight,2026-06-04,2026-06-19,N/A,11844.8,1635.76,USD,DELAYED_WEATHER
SHP-0000214,PO-SYN-0015469,WH-05,DHL,Road Transport,2025-11-13,2025-11-28,2025-12-01,13271.31,3563.25,USD,Delivered
SHP-0000215,PO-SYN-0000930,WH-18,Fed-Ex,AIR,2026-01-06,2026-01-21,2026-01-18,17062.98,4668.95,USD,Delivered
SHP-0000216,PO-SYN-0005180,WH-20,DHL Express,Ocean Freight,2024-05-30,2024-06-14,N/A,$21598.68,6185.05,USD,IN_TRANSIT
SHP-0000217,PO-SYN-0014561,WH-13,DHL Express,Air Freight,2024-05-15,2024-05-30,N/A,687.62,112.46,USD,DELAYED_WEATHER
SHP-0000218,PO-SYN-0008491,WH-28,Fed-Ex,Truck,2024-12-01,2024-12-16,2024-12-24,24170.81,4838.48,USD,Delivered
SHP-0000219,PO-SYN-0019370,WH-21,DB Schenker,AIR,2024-10-26,2024-11-10,N/A,12784.73,2501.44,USD,SCHEDULED
SHP-0000220,PO-SYN-0008305,WH-14,Fed-Ex,Truck,2024-06-14,2024-06-29,N/A,,1014.95,USD,DELAYED_WEATHER
SHP-0000221,PO-SYN-0016011,WH-43,Fed-Ex,Road Transport,2025-10-08,2025-10-23,N/A,15120.87,3384.73,USD,DELAYED_WEATHER
SHP-0000222,PO-SYN-0001049,WH-40,MAERSK,Ocean,2026-04-18,2026-05-03,N/A,20255.31,5733.68,USD,SCHEDULED
SHP-0000223,PO-SYN-0010809,WH-08,MSC Logistics,AIR,2025-04-14,2025-04-29,N/A,23977.56,7879.12,USD,DELAYED_WEATHER
SHP-0000224,PO-SYN-0006096,WH-03,FedEx,Truck,2025-03-13,2025-03-28,N/A,$1622.91,482.03,USD,SCHEDULED
SHP-0000225,PO-SYN-0001192,WH-09,MAERSK,Road Transport,2025-09-20,2025-10-05,N/A,22855.18,6594.45,USD,SCHEDULED
SHP-0000226,PO-SYN-0004501,WH-22,Maersk Line,Ocean,2025-10-22,2025-11-06,N/A,11057.28,2391.78,USD,PORT_CUSTOMS_HOLD
SHP-0000227,PO-SYN-0009620,WH-11,Fed-Ex,Air Freight,2024-11-29,2024-12-14,2024-12-13,23068.97,6483.95,USD,Delivered
SHP-0000228,PO-SYN-0004245,WH-32,FEDEX EXPRESS,Air Freight,2026-01-11,2026-01-26,N/A,9083.44,1810.05,USD,IN_TRANSIT
SHP-0000229,PO-SYN-0003456,WH-47,MAERSK,Road Transport,2024-02-01,2024-02-16,2024-02-12,17220.91,4773.78,USD,DELIVERED
SHP-0000230,PO-SYN-0019514,WH-31,DHL,AIR,2024-08-07,2024-08-22,N/A,8050.88,1569.39,USD,PORT_CUSTOMS_HOLD
SHP-0000231,PO-SYN-0019609,WH-45,MAERSK,Ocean,2026-01-15,2026-01-30,2026-01-24,1543.55,362.87,USD,Delivered
SHP-0000232,PO-SYN-0019397,WH-30,MAERSK,AIR,2024-11-29,2024-12-14,N/A,$12155.8,3764.75,USD,DELAYED_WEATHER
SHP-0000233,PO-SYN-0009835,WH-45,DB Schenker,Ocean,2025-11-23,2025-12-08,2025-11-27,9664.61,2972.6,USD,DELIVERED
SHP-0000234,PO-SYN-0011054,WH-46,MAERSK,Ocean,2025-08-20,2025-09-04,N/A,20542.38,4725.75,USD,DELAYED_WEATHER
SHP-0000235,PO-SYN-0016972,WH-08,Fed-Ex,Ocean Freight,2025-01-24,2025-02-08,N/A,5430.3,1098.01,USD,IN_TRANSIT
SHP-0000236,PO-SYN-0006710,WH-30,Fed-Ex,AIR,2026-03-22,2026-04-06,2026-04-10,14632.15,3944.41,USD,Delivered
SHP-0000237,PO-SYN-0012829,WH-25,MSC Logistics,Truck,2025-12-10,2025-12-25,2026-01-04,15175.67,2288.52,USD,Delivered
SHP-0000238,PO-SYN-0015388,WH-25,Maersk Line,Road Transport,2026-03-24,2026-04-08,N/A,FREE,2369.03,USD,DELAYED_WEATHER
SHP-0000239,PO-SYN-0002281,WH-15,DB Schenker,Air Freight,2025-09-07,2025-09-22,N/A,10539.28,2612.9,USD,SCHEDULED
SHP-0000240,PO-SYN-0010400,WH-17,DHL Express,Ocean,2025-02-17,2025-03-04,2025-03-14,$7613.82,1957.93,USD,Delivered
SHP-0000241,PO-SYN-0008627,WH-15,MAERSK,Air Freight,2025-11-13,2025-11-28,2025-12-17,13338.45,2497.82,USD,DELIVERED
SHP-0000242,PO-SYN-0014408,WH-14,MSC Logistics,Ocean Freight,2024-08-25,2024-09-09,N/A,3058.93,620.29,USD,DELAYED_WEATHER
SHP-0000243,PO-SYN-0008503,WH-20,DHL Express,Air Freight,2025-02-06,2025-02-21,2025-03-14,22266.14,7177.57,USD,Delivered
SHP-0000244,PO-SYN-0006799,WH-30,DB Schenker,AIR,2026-01-25,2026-02-09,N/A,6688.44,1037.74,USD,IN_TRANSIT
SHP-0000245,PO-SYN-0005274,WH-46,FedEx,Truck,2025-05-04,2025-05-19,N/A,8456.89,1646.45,USD,IN_TRANSIT
SHP-0000246,PO-SYN-0012571,WH-03,FedEx,Ocean Freight,2024-02-25,2024-03-11,N/A,11916.63,3557.99,USD,SCHEDULED
SHP-0000247,PO-SYN-0013908,WH-07,Fed-Ex,Ocean Freight,2025-09-30,2025-10-15,2025-10-18,503.1,130.98,USD,Delivered
SHP-0000248,PO-SYN-0008383,WH-30,FedEx,Ocean Freight,2025-04-13,2025-04-28,N/A,$15769.98,3064.19,USD,DELAYED_WEATHER
SHP-0000249,PO-SYN-0002955,WH-07,FedEx,Ocean,2025-06-26,2025-07-11,N/A,24274.51,8015.07,USD,SCHEDULED
SHP-0000250,PO-SYN-0004057,WH-10,DHL Express,AIR,2025-10-21,2025-11-05,N/A,17057.93,3365.32,USD,PORT_CUSTOMS_HOLD
SHP-0000251,PO-SYN-0001362,WH-42,Maersk Line,Ocean,2025-03-28,2025-04-12,N/A,20879.52,6296.01,USD,DELAYED_WEATHER
SHP-0000252,PO-SYN-0013550,WH-24,DHL,Ocean Freight,2025-01-23,2025-02-07,N/A,FREE,561.69,USD,DELAYED_WEATHER
SHP-0000253,PO-SYN-0013187,WH-01,DHL Express,Air Freight,2024-09-26,2024-10-11,N/A,10903.46,2771.07,USD,PORT_CUSTOMS_HOLD
SHP-0000254,PO-SYN-0010463,WH-19,DB Schenker,Truck,2025-04-06,2025-04-21,N/A,6143.82,930.16,USD,DELAYED_WEATHER
SHP-0000255,PO-SYN-0004226,WH-45,MAERSK,Ocean,2026-02-15,2026-03-02,2026-02-25,21999.88,4409.01,USD,Delivered
SHP-0000256,PO-SYN-0005908,WH-35,DB Schenker,AIR,2024-08-30,2024-09-14,2024-09-07,$17495.0,2614.36,USD,DELIVERED
SHP-0000257,PO-SYN-0006755,WH-50,Fed-Ex,Ocean,2025-03-03,2025-03-18,2025-04-02,14404.46,3645.76,USD,Delivered
SHP-0000258,PO-SYN-0018990,WH-33,MSC Logistics,Road Transport,2026-05-21,2026-06-05,N/A,16099.75,3776.86,USD,DELAYED_WEATHER
SHP-0000259,PO-SYN-0009845,WH-12,MSC Logistics,AIR,2024-04-13,2024-04-28,N/A,6816.77,879.46,USD,DELAYED_WEATHER
SHP-0000260,PO-SYN-0000838,WH-42,MAERSK,Air Freight,2024-02-05,2024-02-20,N/A,,1808.98,USD,PORT_CUSTOMS_HOLD
SHP-0000261,PO-SYN-0012845,WH-36,MSC Logistics,Ocean Freight,2025-03-04,2025-03-19,N/A,12221.33,2853.53,USD,DELAYED_WEATHER
SHP-0000262,PO-SYN-0019516,WH-23,FEDEX EXPRESS,AIR,2025-12-03,2025-12-18,2026-01-09,3371.33,586.73,USD,Delivered
SHP-0000263,PO-SYN-0011167,WH-22,DHL,Truck,2024-10-26,2024-11-10,N/A,5135.61,813.96,USD,DELAYED_WEATHER
SHP-0000264,PO-SYN-0012433,WH-27,FedEx,Air Freight,2026-01-16,2026-01-31,N/A,$11502.18,2941.83,USD,DELAYED_WEATHER
SHP-0000265,PO-SYN-0007149,WH-29,DHL,Truck,2025-05-16,2025-05-31,2025-06-08,23286.8,7044.7,USD,DELIVERED
SHP-0000266,PO-SYN-0009547,WH-26,FEDEX EXPRESS,Ocean,2025-12-01,2025-12-16,N/A,FREE,1020.24,USD,IN_TRANSIT
SHP-0000267,PO-SYN-0004312,WH-46,FEDEX EXPRESS,Ocean,2024-03-16,2024-03-31,N/A,13289.32,2877.8,USD,PORT_CUSTOMS_HOLD
SHP-0000268,PO-SYN-0019556,WH-37,DB Schenker,Road Transport,2025-05-05,2025-05-20,N/A,23679.64,5175.21,USD,IN_TRANSIT
SHP-0000269,PO-SYN-0017033,WH-34,Fed-Ex,Air Freight,2025-10-18,2025-11-02,N/A,11738.43,3971.67,USD,IN_TRANSIT
SHP-0000270,PO-SYN-0003968,WH-35,DB Schenker,Truck,2024-02-06,2024-02-21,2024-03-17,8210.46,1651.59,USD,Delivered
SHP-0000271,PO-SYN-0000166,WH-38,Maersk Line,Truck,2025-08-07,2025-08-22,2025-09-08,19055.15,2449.27,USD,Delivered
SHP-0000272,PO-SYN-0004283,WH-35,MSC Logistics,Road Transport,2024-02-02,2024-02-17,N/A,$8951.99,2668.82,USD,IN_TRANSIT
SHP-0000273,PO-SYN-0012865,WH-06,DHL,Truck,2026-05-05,2026-05-20,2026-05-24,13753.85,3249.83,USD,Delivered
SHP-0000274,PO-SYN-0019680,WH-37,FEDEX EXPRESS,Road Transport,2024-02-02,2024-02-17,N/A,19764.46,4260.23,USD,PORT_CUSTOMS_HOLD
SHP-0000275,PO-SYN-0005426,WH-32,FedEx,Ocean,2025-07-13,2025-07-28,2025-07-08,8153.69,1438.66,USD,Delivered
SHP-0000276,PO-SYN-0003330,WH-04,DHL,Ocean Freight,2026-05-04,2026-05-19,N/A,22780.19,3992.12,USD,SCHEDULED
SHP-0000277,PO-SYN-0008306,WH-07,DB Schenker,Ocean,2024-09-03,2024-09-18,2024-09-17,9149.17,2384.34,USD,Delivered
SHP-0000278,PO-SYN-0016238,WH-29,DHL Express,AIR,2025-03-20,2025-04-04,N/A,9892.15,3290.95,USD,DELAYED_WEATHER
SHP-0000279,PO-SYN-0017885,WH-25,MAERSK,Air Freight,2024-09-17,2024-10-02,2024-09-24,5851.37,1118.06,USD,Delivered
SHP-0000280,PO-SYN-0008931,WH-41,DHL,Truck,2024-07-16,2024-07-31,2024-08-18,$5333.62,1425.83,USD,Delivered
SHP-0000281,PO-SYN-0018969,WH-45,DHL,Air Freight,2026-01-11,2026-01-26,2026-02-14,15022.33,3421.3,USD,Delivered
SHP-0000282,PO-SYN-0003277,WH-21,FEDEX EXPRESS,AIR,2024-04-09,2024-04-24,N/A,21898.05,5665.35,USD,DELAYED_WEATHER
SHP-0000283,PO-SYN-0012396,WH-36,DHL Express,Ocean Freight,2024-11-03,2024-11-18,N/A,7520.53,1486.58,USD,IN_TRANSIT
SHP-0000284,PO-SYN-0016476,WH-06,Fed-Ex,Air Freight,2024-05-27,2024-06-11,N/A,3306.63,738.14,USD,SCHEDULED
SHP-0000285,PO-SYN-0018215,WH-45,MAERSK,Ocean,2024-05-13,2024-05-28,2024-06-16,18721.2,3095.96,USD,DELIVERED
SHP-0000286,PO-SYN-0002486,WH-43,Maersk Line,AIR,2024-07-23,2024-08-07,2024-08-01,20317.0,4324.88,USD,DELIVERED
SHP-0000287,PO-SYN-0011178,WH-40,MSC Logistics,Air Freight,2025-10-23,2025-11-07,N/A,4839.59,619.49,USD,PORT_CUSTOMS_HOLD
SHP-0000288,PO-SYN-0015348,WH-07,MAERSK,Air Freight,2024-08-17,2024-09-01,N/A,$14240.43,3732.1,USD,IN_TRANSIT
SHP-0000289,PO-SYN-0000616,WH-12,MAERSK,Truck,2024-03-24,2024-04-08,N/A,11012.98,2882.88,USD,PORT_CUSTOMS_HOLD
SHP-0000290,PO-SYN-0011896,WH-09,Fed-Ex,Road Transport,2025-08-02,2025-08-17,N/A,23212.85,4475.97,USD,PORT_CUSTOMS_HOLD
SHP-0000291,PO-SYN-0000765,WH-18,FedEx,AIR,2024-04-04,2024-04-19,N/A,22579.01,7794.46,USD,PORT_CUSTOMS_HOLD
SHP-0000292,PO-SYN-0005143,WH-25,Maersk Line,AIR,2025-11-15,2025-11-30,N/A,14803.98,2240.21,USD,PORT_CUSTOMS_HOLD
SHP-0000293,PO-SYN-0007735,WH-07,DB Schenker,Ocean Freight,2024-07-19,2024-08-03,N/A,16120.05,5094.24,USD,IN_TRANSIT
SHP-0000294,PO-SYN-0016314,WH-11,Fed-Ex,AIR,2025-08-09,2025-08-24,N/A,FREE,5505.3,USD,PORT_CUSTOMS_HOLD
SHP-0000295,PO-SYN-0014127,WH-03,DHL Express,Ocean,2024-04-20,2024-05-05,N/A,16134.67,4412.15,USD,SCHEDULED
SHP-0000296,PO-SYN-0016183,WH-28,MSC Logistics,Truck,2024-07-26,2024-08-10,N/A,$11799.91,2394.56,USD,DELAYED_WEATHER
SHP-0000297,PO-SYN-0003427,WH-19,DHL Express,Air Freight,2025-08-07,2025-08-22,2025-08-28,5546.41,1715.98,USD,DELIVERED
SHP-0000298,PO-SYN-0018912,WH-15,MAERSK,AIR,2025-10-07,2025-10-22,2025-10-29,21542.78,5001.84,USD,DELIVERED
SHP-0000299,PO-SYN-0018132,WH-27,DHL Express,Road Transport,2025-12-30,2026-01-14,2026-02-06,11905.83,2283.05,USD,DELIVERED
SHP-0000300,PO-SYN-0011150,WH-14,FedEx,Ocean,2024-11-27,2024-12-12,N/A,,5880.91,USD,DELAYED_WEATHER
SHP-0000301,PO-SYN-0019159,WH-08,DHL,Ocean,2025-12-30,2026-01-14,2026-01-24,14925.15,3891.04,USD,DELIVERED
SHP-0000302,PO-SYN-0002666,WH-12,Maersk Line,AIR,2025-01-01,2025-01-16,N/A,18903.0,3793.55,USD,IN_TRANSIT
SHP-0000303,PO-SYN-0005790,WH-08,FEDEX EXPRESS,AIR,2025-01-03,2025-01-18,N/A,4143.66,636.28,USD,SCHEDULED
SHP-0000304,PO-SYN-0010615,WH-22,DHL Express,Road Transport,2024-11-20,2024-12-05,2024-12-25,$9369.73,1784.5,USD,DELIVERED
SHP-0000305,PO-SYN-0014590,WH-49,FEDEX EXPRESS,Ocean Freight,2025-03-15,2025-03-30,2025-04-08,22205.51,6703.65,USD,Delivered
SHP-0000306,PO-SYN-0016736,WH-16,MSC Logistics,Ocean,2025-07-12,2025-07-27,2025-08-05,18728.46,2952.18,USD,Delivered
SHP-0000307,PO-SYN-0002812,WH-17,DHL Express,Air Freight,2024-07-13,2024-07-28,2024-08-12,18208.61,5365.09,USD,DELIVERED
SHP-0000308,PO-SYN-0006224,WH-37,Fed-Ex,Road Transport,2024-09-30,2024-10-15,N/A,FREE,317.59,USD,DELAYED_WEATHER
SHP-0000309,PO-SYN-0004761,WH-29,DHL,AIR,2025-12-04,2025-12-19,N/A,3533.56,739.48,USD,IN_TRANSIT
SHP-0000310,PO-SYN-0003870,WH-39,MSC Logistics,Air Freight,2024-03-20,2024-04-04,2024-04-09,3232.33,779.51,USD,DELIVERED
SHP-0000311,PO-SYN-0001778,WH-35,MAERSK,AIR,2024-10-01,2024-10-16,N/A,5660.9,1392.17,USD,IN_TRANSIT
SHP-0000312,PO-SYN-0019195,WH-50,MAERSK,Ocean,2025-01-04,2025-01-19,2025-01-21,$20703.5,5561.53,USD,DELIVERED
SHP-0000313,PO-SYN-0007913,WH-12,MAERSK,AIR,2025-07-04,2025-07-19,2025-07-23,24276.25,5374.59,USD,Delivered
SHP-0000314,PO-SYN-0009691,WH-20,MAERSK,AIR,2025-06-27,2025-07-12,2025-07-11,18826.01,2545.26,USD,DELIVERED
SHP-0000315,PO-SYN-0008723,WH-44,Fed-Ex,AIR,2025-10-30,2025-11-14,N/A,20987.43,6797.21,USD,SCHEDULED
SHP-0000316,PO-SYN-0001396,WH-28,DHL Express,AIR,2026-01-06,2026-01-21,N/A,23618.43,4191.4,USD,SCHEDULED
SHP-0000317,PO-SYN-0015729,WH-19,FEDEX EXPRESS,Ocean Freight,2025-03-28,2025-04-12,N/A,15832.66,4567.1,USD,PORT_CUSTOMS_HOLD
SHP-0000318,PO-SYN-0018742,WH-07,Maersk Line,Road Transport,2026-05-27,2026-06-11,N/A,1789.03,506.01,USD,SCHEDULED
SHP-0000319,PO-SYN-0013329,WH-44,Maersk Line,Truck,2024-05-24,2024-06-08,2024-06-26,21240.89,3838.58,USD,Delivered
SHP-0000320,PO-SYN-0004582,WH-26,FEDEX EXPRESS,AIR,2024-10-30,2024-11-14,N/A,$19417.73,5810.65,USD,DELAYED_WEATHER
SHP-0000321,PO-SYN-0014792,WH-10,Maersk Line,Ocean,2026-02-09,2026-02-24,N/A,8526.22,1361.44,USD,IN_TRANSIT
SHP-0000322,PO-SYN-0003744,WH-31,MSC Logistics,Air Freight,2024-10-13,2024-10-28,N/A,FREE,4313.75,USD,DELAYED_WEATHER
SHP-0000323,PO-SYN-0000782,WH-45,Maersk Line,Truck,2024-03-17,2024-04-01,N/A,13665.5,1785.95,USD,IN_TRANSIT
SHP-0000324,PO-SYN-0006160,WH-09,DHL,Ocean Freight,2026-01-11,2026-01-26,N/A,15204.62,2953.64,USD,PORT_CUSTOMS_HOLD
SHP-0000325,PO-SYN-0009808,WH-50,MAERSK,Truck,2024-02-14,2024-02-29,N/A,14303.66,1792.26,USD,DELAYED_WEATHER
SHP-0000326,PO-SYN-0006946,WH-15,DB Schenker,Ocean,2024-04-11,2024-04-26,N/A,3343.31,1167.96,USD,PORT_CUSTOMS_HOLD
SHP-0000327,PO-SYN-0003004,WH-46,FEDEX EXPRESS,Ocean,2025-06-12,2025-06-27,2025-07-09,7278.69,1378.58,USD,Delivered
SHP-0000328,PO-SYN-0011952,WH-50,DHL,Air Freight,2025-01-22,2025-02-06,2025-03-02,$548.93,177.29,USD,DELIVERED
SHP-0000329,PO-SYN-0001897,WH-04,Maersk Line,AIR,2025-12-05,2025-12-20,N/A,19051.37,2412.11,USD,PORT_CUSTOMS_HOLD
SHP-0000330,PO-SYN-0000209,WH-29,Fed-Ex,Truck,2024-09-06,2024-09-21,N/A,908.16,160.28,USD,PORT_CUSTOMS_HOLD
SHP-0000331,PO-SYN-0018255,WH-35,DHL,AIR,2026-06-04,2026-06-19,N/A,23533.15,4998.38,USD,IN_TRANSIT
SHP-0000332,PO-SYN-0018237,WH-27,Maersk Line,Air Freight,2025-01-07,2025-01-22,N/A,11246.08,1411.11,USD,PORT_CUSTOMS_HOLD
SHP-0000333,PO-SYN-0005040,WH-36,MSC Logistics,Air Freight,2026-04-04,2026-04-19,N/A,18718.36,2708.8,USD,SCHEDULED
SHP-0000334,PO-SYN-0015749,WH-07,MSC Logistics,Ocean,2024-09-20,2024-10-05,N/A,20270.62,5334.03,USD,IN_TRANSIT
SHP-0000335,PO-SYN-0013904,WH-09,DHL Express,Ocean,2024-09-16,2024-10-01,N/A,12692.22,1601.33,USD,DELAYED_WEATHER
SHP-0000336,PO-SYN-0018790,WH-33,FEDEX EXPRESS,Ocean,2026-03-06,2026-03-21,N/A,$14059.03,4034.55,USD,IN_TRANSIT
SHP-0000337,PO-SYN-0009692,WH-31,FedEx,Ocean,2025-06-03,2025-06-18,N/A,6596.2,916.63,USD,SCHEDULED
SHP-0000338,PO-SYN-0010623,WH-15,MAERSK,Road Transport,2024-03-03,2024-03-18,2024-03-26,1011.42,195.44,USD,Delivered
SHP-0000339,PO-SYN-0016328,WH-48,FEDEX EXPRESS,Road Transport,2024-05-15,2024-05-30,N/A,3137.61,1070.34,USD,PORT_CUSTOMS_HOLD
SHP-0000340,PO-SYN-0009517,WH-17,MAERSK,AIR,2024-05-01,2024-05-16,2024-05-27,,4537.37,USD,DELIVERED
SHP-0000341,PO-SYN-0012994,WH-32,MSC Logistics,Ocean,2025-08-11,2025-08-26,N/A,23781.19,7581.35,USD,DELAYED_WEATHER
SHP-0000342,PO-SYN-0016095,WH-19,MSC Logistics,Road Transport,2026-03-11,2026-03-26,2026-04-19,630.46,137.76,USD,Delivered
SHP-0000343,PO-SYN-0003530,WH-18,DHL,Ocean Freight,2025-05-04,2025-05-19,N/A,3205.11,423.74,USD,DELAYED_WEATHER
SHP-0000344,PO-SYN-0000386,WH-50,MAERSK,AIR,2025-05-20,2025-06-04,N/A,$12818.0,3518.79,USD,SCHEDULED
SHP-0000345,PO-SYN-0001787,WH-41,DHL,Air Freight,2026-06-15,2026-06-30,N/A,17172.28,2284.48,USD,PORT_CUSTOMS_HOLD
SHP-0000346,PO-SYN-0012317,WH-23,DHL Express,Ocean Freight,2025-07-04,2025-07-19,N/A,13097.49,4390.25,USD,DELAYED_WEATHER
SHP-0000347,PO-SYN-0016327,WH-22,FedEx,Ocean Freight,2024-12-18,2025-01-02,N/A,15901.69,4776.86,USD,DELAYED_WEATHER
SHP-0000348,PO-SYN-0001300,WH-23,DHL Express,Ocean Freight,2025-01-06,2025-01-21,N/A,17516.36,2511.09,USD,SCHEDULED
SHP-0000349,PO-SYN-0018227,WH-24,MSC Logistics,Road Transport,2024-06-17,2024-07-02,N/A,8707.26,2296.02,USD,SCHEDULED
SHP-0000350,PO-SYN-0009892,WH-23,FEDEX EXPRESS,Ocean,2025-06-04,2025-06-19,2025-05-30,FREE,1160.38,USD,DELIVERED
SHP-0000351,PO-SYN-0003798,WH-14,DHL,Road Transport,2025-12-31,2026-01-15,N/A,14681.2,2093.18,USD,PORT_CUSTOMS_HOLD
SHP-0000352,PO-SYN-0005750,WH-09,DB Schenker,AIR,2026-01-25,2026-02-09,N/A,$4354.8,1190.37,USD,IN_TRANSIT
SHP-0000353,PO-SYN-0002021,WH-21,FEDEX EXPRESS,Road Transport,2025-06-13,2025-06-28,2025-07-11,13199.83,4462.55,USD,Delivered
