ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0000180,PO-SYN-0003033,WH-46,Maersk,Air Freight,11-05-2025,26-05-2025,25-05-2025,2117.86,USD,In_Transit,6152.255
SHP-0000181,PO-SYN-0012026,WH-29,DHL Express,Road Transport,12-12-2024,27-12-2024,16-01-2025,6612.97,USD,Delivered,23575.93
SHP-0000182,PO-SYN-0005123,WH-29,Maersk Line,Air Freight,24-08-2025,08-09-2025,10-09-2025,3158.16,USD,In_Transit,0
SHP-0000183,PO-SYN-0003902,WH-11,FedEx,Road Transport,07-06-2026,22-06-2026,26-06-2026,3090.2,USD,Delayed_Weather,20810.34
SHP-0000184,PO-SYN-0002015,WH-09,FedEx,Road Transport,17-10-2025,01-11-2025,11-11-2025,2388.93,USD,Port_Customs_Hold,7776.75
SHP-0000185,PO-SYN-0013036,WH-34,DHL Express,Air Freight,18-10-2025,02-11-2025,27-10-2025,1007.5,USD,Delivered,6125.46
SHP-0000186,PO-SYN-0011207,WH-19,FedEx,Air Freight,26-02-2026,13-03-2026,17-03-2026,5615.25,USD,In_Transit,21689.22
SHP-0000187,PO-SYN-0006871,WH-13,FedEx Express,Ocean Freight,24-10-2025,08-11-2025,17-11-2025,3039.91,USD,Delivered,12579.67
SHP-0000188,PO-SYN-0014044,WH-24,DHL,Ocean Freight,04-03-2024,19-03-2024,07-04-2024,2304.09,USD,Delivered,14725.95
SHP-0000189,PO-SYN-0012289,WH-21,FedEx,Air Freight,18-03-2025,02-04-2025,12-04-2025,1214.7,USD,Port_Customs_Hold,9226.7
SHP-0000190,PO-SYN-0012160,WH-07,Maersk Line,Ocean Freight,19-06-2025,04-07-2025,04-07-2025,6276.03,USD,In_Transit,21922.27
SHP-0000191,PO-SYN-0003934,WH-33,FedEx Express,Ocean Freight,11-09-2025,26-09-2025,24-09-2025,4618.99,USD,Delayed_Weather,19266
SHP-0000192,PO-SYN-0018966,WH-40,FedEx,Ocean Freight,05-01-2026,20-01-2026,24-01-2026,4255.93,USD,Delayed_Weather,22914.13
SHP-0000193,PO-SYN-0003836,WH-47,Maersk Line,Road Transport,27-03-2025,11-04-2025,15-04-2025,956.72,USD,Delayed_Weather,3116.67
SHP-0000194,PO-SYN-0008531,WH-33,Maersk,Air Freight,12-02-2024,27-02-2024,08-03-2024,5928.04,USD,Port_Customs_Hold,17027.8
SHP-0000195,PO-SYN-0000980,WH-39,FedEx Express,Road Transport,21-01-2025,05-02-2025,27-02-2025,4994.81,USD,Delivered,23979.16
SHP-0000196,PO-SYN-0006527,WH-20,DHL Express,Truck,04-06-2026,19-06-2026,08-07-2026,1834.43,USD,Delivered,0
SHP-0000197,PO-SYN-0009489,WH-19,Maersk Line,Truck,27-06-2025,12-07-2025,02-08-2025,4003.82,USD,Delivered,11441.81
SHP-0000198,PO-SYN-0009544,WH-01,FedEx,Air Freight,04-07-2025,19-07-2025,07-07-2025,5596.93,USD,Delivered,17144.54
SHP-0000199,PO-SYN-0009802,WH-02,FedEx Express,Ocean Freight,25-02-2025,12-03-2025,22-03-2025,3767.23,USD,Delivered,20471.69
SHP-0000200,PO-SYN-0001615,WH-24,DHL,Ocean Freight,07-10-2025,22-10-2025,20-10-2025,166.72,USD,Delayed_Weather,883.99
SHP-0000201,PO-SYN-0006317,WH-35,FedEx,Road Transport,26-05-2026,10-06-2026,20-06-2026,4212.73,USD,Port_Customs_Hold,21911.79
SHP-0000202,PO-SYN-0003012,WH-19,FedEx Express,Ocean Freight,11-06-2025,26-06-2025,02-07-2025,2546.16,USD,Port_Customs_Hold,19522.91
SHP-0000203,PO-SYN-0007469,WH-06,DHL Express,Truck,09-09-2025,24-09-2025,22-09-2025,2074.05,USD,Scheduled,14856.84
SHP-0000204,PO-SYN-0012841,WH-08,FedEx,Air Freight,11-03-2025,26-03-2025,02-04-2025,5914.66,USD,Scheduled,19810.11
SHP-0000205,PO-SYN-0011181,WH-04,DHL,Truck,12-11-2025,27-11-2025,01-12-2025,2230.46,USD,In_Transit,16833.26
SHP-0000206,PO-SYN-0004844,WH-31,DHL Express,Truck,19-06-2025,04-07-2025,13-07-2025,1121.04,USD,In_Transit,6473
SHP-0000207,PO-SYN-0003515,WH-08,Maersk,Air Freight,16-03-2024,31-03-2024,14-04-2024,4767.37,USD,Delivered,23007.34
SHP-0000208,PO-SYN-0017739,WH-13,DB Schenker,Road Transport,26-11-2024,11-12-2024,04-12-2024,5851.28,USD,Delivered,22322.38
SHP-0000209,PO-SYN-0018907,WH-34,FedEx Express,Ocean Freight,01-02-2024,16-02-2024,08-02-2024,4997.74,USD,Delivered,20743.5
SHP-0000210,PO-SYN-0004915,WH-49,DHL,Air Freight,19-03-2026,03-04-2026,10-04-2026,3663.04,USD,Port_Customs_Hold,0
SHP-0000211,PO-SYN-0007929,WH-44,DHL,Truck,28-10-2025,12-11-2025,11-11-2025,3495.86,USD,Port_Customs_Hold,17728.51
SHP-0000212,PO-SYN-0013821,WH-17,Maersk Line,Ocean Freight,30-05-2025,14-06-2025,16-06-2025,3359.03,USD,Scheduled,15693.08
SHP-0000213,PO-SYN-0015105,WH-26,DHL,Air Freight,04-06-2026,19-06-2026,27-06-2026,1635.76,USD,Delayed_Weather,11844.8
SHP-0000214,PO-SYN-0015469,WH-05,DHL,Road Transport,13-11-2025,28-11-2025,01-12-2025,3563.25,USD,Delivered,13271.31
SHP-0000215,PO-SYN-0000930,WH-18,FedEx,Air Freight,06-01-2026,21-01-2026,18-01-2026,4668.95,USD,Delivered,17062.98
SHP-0000216,PO-SYN-0005180,WH-20,DHL Express,Ocean Freight,30-05-2024,14-06-2024,13-06-2024,6185.05,USD,In_Transit,21598.68
SHP-0000217,PO-SYN-0014561,WH-13,DHL Express,Air Freight,15-05-2024,30-05-2024,02-06-2024,112.46,USD,Delayed_Weather,687.62
SHP-0000218,PO-SYN-0008491,WH-28,FedEx,Truck,01-12-2024,16-12-2024,24-12-2024,4838.48,USD,Delivered,24170.81
SHP-0000219,PO-SYN-0019370,WH-21,DB Schenker,Air Freight,26-10-2024,10-11-2024,12-11-2024,2501.44,USD,Scheduled,12784.73
SHP-0000220,PO-SYN-0008305,WH-14,FedEx,Truck,14-06-2024,29-06-2024,07-07-2024,1014.95,USD,Delayed_Weather,6152.255
SHP-0000221,PO-SYN-0016011,WH-43,FedEx,Road Transport,08-10-2025,23-10-2025,27-10-2025,3384.73,USD,Delayed_Weather,15120.87
SHP-0000222,PO-SYN-0001049,WH-40,Maersk,Ocean Freight,18-04-2026,03-05-2026,13-05-2026,5733.68,USD,Scheduled,20255.31
SHP-0000223,PO-SYN-0010809,WH-08,MSC Logistics,Air Freight,14-04-2025,29-04-2025,02-05-2025,7879.12,USD,Delayed_Weather,23977.56
SHP-0000224,PO-SYN-0006096,WH-03,FedEx,Truck,13-03-2025,28-03-2025,29-03-2025,482.03,USD,Scheduled,1622.91
SHP-0000225,PO-SYN-0001192,WH-09,Maersk,Road Transport,20-09-2025,05-10-2025,14-10-2025,6594.45,USD,Scheduled,22855.18
SHP-0000226,PO-SYN-0004501,WH-22,Maersk Line,Ocean Freight,22-10-2025,06-11-2025,14-11-2025,2391.78,USD,Port_Customs_Hold,11057.28
SHP-0000227,PO-SYN-0009620,WH-11,FedEx,Air Freight,29-11-2024,14-12-2024,13-12-2024,6483.95,USD,Delivered,23068.97
SHP-0000228,PO-SYN-0004245,WH-32,FedEx Express,Air Freight,11-01-2026,26-01-2026,02-02-2026,1810.05,USD,In_Transit,9083.44
SHP-0000229,PO-SYN-0003456,WH-47,Maersk,Road Transport,01-02-2024,16-02-2024,12-02-2024,4773.78,USD,Delivered,17220.91
SHP-0000230,PO-SYN-0019514,WH-31,DHL,Air Freight,07-08-2024,22-08-2024,27-08-2024,1569.39,USD,Port_Customs_Hold,8050.88
SHP-0000231,PO-SYN-0019609,WH-45,Maersk,Ocean Freight,15-01-2026,30-01-2026,24-01-2026,362.87,USD,Delivered,1543.55
SHP-0000232,PO-SYN-0019397,WH-30,Maersk,Air Freight,29-11-2024,14-12-2024,12-12-2024,3764.75,USD,Delayed_Weather,12155.8
SHP-0000233,PO-SYN-0009835,WH-45,DB Schenker,Ocean Freight,23-11-2025,08-12-2025,27-11-2025,2972.6,USD,Delivered,9664.61
SHP-0000234,PO-SYN-0011054,WH-46,Maersk,Ocean Freight,20-08-2025,04-09-2025,09-09-2025,4725.75,USD,Delayed_Weather,20542.38
SHP-0000235,PO-SYN-0016972,WH-08,FedEx,Ocean Freight,24-01-2025,08-02-2025,06-02-2025,1098.01,USD,In_Transit,5430.3
SHP-0000236,PO-SYN-0006710,WH-30,FedEx,Air Freight,22-03-2026,06-04-2026,10-04-2026,3944.41,USD,Delivered,14632.15
SHP-0000237,PO-SYN-0012829,WH-25,MSC Logistics,Truck,10-12-2025,25-12-2025,04-01-2026,2288.52,USD,Delivered,15175.67
SHP-0000238,PO-SYN-0015388,WH-25,Maersk Line,Road Transport,24-03-2026,08-04-2026,14-04-2026,2369.03,USD,Delayed_Weather,0
SHP-0000239,PO-SYN-0002281,WH-15,DB Schenker,Air Freight,07-09-2025,22-09-2025,20-09-2025,2612.9,USD,Scheduled,10539.28
SHP-0000240,PO-SYN-0010400,WH-17,DHL Express,Ocean Freight,17-02-2025,04-03-2025,14-03-2025,1957.93,USD,Delivered,7613.82
SHP-0000241,PO-SYN-0008627,WH-15,Maersk,Air Freight,13-11-2025,28-11-2025,17-12-2025,2497.82,USD,Delivered,13338.45
SHP-0000242,PO-SYN-0014408,WH-14,MSC Logistics,Ocean Freight,25-08-2024,09-09-2024,17-09-2024,620.29,USD,Delayed_Weather,3058.93
SHP-0000243,PO-SYN-0008503,WH-20,DHL Express,Air Freight,06-02-2025,21-02-2025,14-03-2025,7177.57,USD,Delivered,22266.14
SHP-0000244,PO-SYN-0006799,WH-30,DB Schenker,Air Freight,25-01-2026,09-02-2026,18-02-2026,1037.74,USD,In_Transit,6688.44
SHP-0000245,PO-SYN-0005274,WH-46,FedEx,Truck,04-05-2025,19-05-2025,24-05-2025,1646.45,USD,In_Transit,8456.89
SHP-0000246,PO-SYN-0012571,WH-03,FedEx,Ocean Freight,25-02-2024,11-03-2024,14-03-2024,3557.99,USD,Scheduled,11916.63
SHP-0000247,PO-SYN-0013908,WH-07,FedEx,Ocean Freight,30-09-2025,15-10-2025,18-10-2025,130.98,USD,Delivered,503.1
SHP-0000248,PO-SYN-0008383,WH-30,FedEx,Ocean Freight,13-04-2025,28-04-2025,07-05-2025,3064.19,USD,Delayed_Weather,15769.98
SHP-0000249,PO-SYN-0002955,WH-07,FedEx,Ocean Freight,26-06-2025,11-07-2025,09-07-2025,8015.07,USD,Scheduled,24274.51
SHP-0000250,PO-SYN-0004057,WH-10,DHL Express,Air Freight,21-10-2025,05-11-2025,16-11-2025,3365.32,USD,Port_Customs_Hold,17057.93
SHP-0000251,PO-SYN-0001362,WH-42,Maersk Line,Ocean Freight,28-03-2025,12-04-2025,12-04-2025,6296.01,USD,Delayed_Weather,20879.52
SHP-0000252,PO-SYN-0013550,WH-24,DHL,Ocean Freight,23-01-2025,07-02-2025,11-02-2025,561.69,USD,Delayed_Weather,0
SHP-0000253,PO-SYN-0013187,WH-01,DHL Express,Air Freight,26-09-2024,11-10-2024,20-10-2024,2771.07,USD,Port_Customs_Hold,10903.46
SHP-0000254,PO-SYN-0010463,WH-19,DB Schenker,Truck,06-04-2025,21-04-2025,29-04-2025,930.16,USD,Delayed_Weather,6143.82
SHP-0000255,PO-SYN-0004226,WH-45,Maersk,Ocean Freight,15-02-2026,02-03-2026,25-02-2026,4409.01,USD,Delivered,21999.88
SHP-0000256,PO-SYN-0005908,WH-35,DB Schenker,Air Freight,30-08-2024,14-09-2024,07-09-2024,2614.36,USD,Delivered,17495
SHP-0000257,PO-SYN-0006755,WH-50,FedEx,Ocean Freight,03-03-2025,18-03-2025,02-04-2025,3645.76,USD,Delivered,14404.46
SHP-0000258,PO-SYN-0018990,WH-33,MSC Logistics,Road Transport,21-05-2026,05-06-2026,11-06-2026,3776.86,USD,Delayed_Weather,16099.75
SHP-0000259,PO-SYN-0009845,WH-12,MSC Logistics,Air Freight,13-04-2024,28-04-2024,05-05-2024,879.46,USD,Delayed_Weather,6816.77
SHP-0000260,PO-SYN-0000838,WH-42,Maersk,Air Freight,05-02-2024,20-02-2024,01-03-2024,1808.98,USD,Port_Customs_Hold,6152.255
SHP-0000261,PO-SYN-0012845,WH-36,MSC Logistics,Ocean Freight,04-03-2025,19-03-2025,17-03-2025,2853.53,USD,Delayed_Weather,12221.33
SHP-0000262,PO-SYN-0019516,WH-23,FedEx Express,Air Freight,03-12-2025,18-12-2025,09-01-2026,586.73,USD,Delivered,3371.33
SHP-0000263,PO-SYN-0011167,WH-22,DHL,Truck,26-10-2024,10-11-2024,08-11-2024,813.96,USD,Delayed_Weather,5135.61
SHP-0000264,PO-SYN-0012433,WH-27,FedEx,Air Freight,16-01-2026,31-01-2026,04-02-2026,2941.83,USD,Delayed_Weather,11502.18
SHP-0000265,PO-SYN-0007149,WH-29,DHL,Truck,16-05-2025,31-05-2025,08-06-2025,7044.7,USD,Delivered,23286.8
SHP-0000266,PO-SYN-0009547,WH-26,FedEx Express,Ocean Freight,01-12-2025,16-12-2025,15-12-2025,1020.24,USD,In_Transit,0
SHP-0000267,PO-SYN-0004312,WH-46,FedEx Express,Ocean Freight,16-03-2024,31-03-2024,05-04-2024,2877.8,USD,Port_Customs_Hold,13289.32
SHP-0000268,PO-SYN-0019556,WH-37,DB Schenker,Road Transport,05-05-2025,20-05-2025,27-05-2025,5175.21,USD,In_Transit,23679.64
SHP-0000269,PO-SYN-0017033,WH-34,FedEx,Air Freight,18-10-2025,02-11-2025,01-11-2025,3971.67,USD,In_Transit,11738.43
SHP-0000270,PO-SYN-0003968,WH-35,DB Schenker,Truck,06-02-2024,21-02-2024,17-03-2024,1651.59,USD,Delivered,8210.46
SHP-0000271,PO-SYN-0000166,WH-38,Maersk Line,Truck,07-08-2025,22-08-2025,08-09-2025,2449.27,USD,Delivered,19055.15
SHP-0000272,PO-SYN-0004283,WH-35,MSC Logistics,Road Transport,02-02-2024,17-02-2024,28-02-2024,2668.82,USD,In_Transit,8951.99
SHP-0000273,PO-SYN-0012865,WH-06,DHL,Truck,05-05-2026,20-05-2026,24-05-2026,3249.83,USD,Delivered,13753.85
SHP-0000274,PO-SYN-0019680,WH-37,FedEx Express,Road Transport,02-02-2024,17-02-2024,19-02-2024,4260.23,USD,Port_Customs_Hold,19764.46
SHP-0000275,PO-SYN-0005426,WH-32,FedEx,Ocean Freight,13-07-2025,28-07-2025,08-07-2025,1438.66,USD,Delivered,8153.69
SHP-0000276,PO-SYN-0003330,WH-04,DHL,Ocean Freight,04-05-2026,19-05-2026,29-05-2026,3992.12,USD,Scheduled,22780.19
SHP-0000277,PO-SYN-0008306,WH-07,DB Schenker,Ocean Freight,03-09-2024,18-09-2024,17-09-2024,2384.34,USD,Delivered,9149.17
SHP-0000278,PO-SYN-0016238,WH-29,DHL Express,Air Freight,20-03-2025,04-04-2025,05-04-2025,3290.95,USD,Delayed_Weather,9892.15
SHP-0000279,PO-SYN-0017885,WH-25,Maersk,Air Freight,17-09-2024,02-10-2024,24-09-2024,1118.06,USD,Delivered,5851.37
SHP-0000280,PO-SYN-0008931,WH-41,DHL,Truck,16-07-2024,31-07-2024,18-08-2024,1425.83,USD,Delivered,5333.62
SHP-0000281,PO-SYN-0018969,WH-45,DHL,Air Freight,11-01-2026,26-01-2026,14-02-2026,3421.3,USD,Delivered,15022.33
SHP-0000282,PO-SYN-0003277,WH-21,FedEx Express,Air Freight,09-04-2024,24-04-2024,05-05-2024,5665.35,USD,Delayed_Weather,21898.05
SHP-0000283,PO-SYN-0012396,WH-36,DHL Express,Ocean Freight,03-11-2024,18-11-2024,21-11-2024,1486.58,USD,In_Transit,7520.53
SHP-0000284,PO-SYN-0016476,WH-06,FedEx,Air Freight,27-05-2024,11-06-2024,13-06-2024,738.14,USD,Scheduled,3306.63
SHP-0000285,PO-SYN-0018215,WH-45,Maersk,Ocean Freight,13-05-2024,28-05-2024,16-06-2024,3095.96,USD,Delivered,18721.2
SHP-0000286,PO-SYN-0002486,WH-43,Maersk Line,Air Freight,23-07-2024,07-08-2024,01-08-2024,4324.88,USD,Delivered,20317
SHP-0000287,PO-SYN-0011178,WH-40,MSC Logistics,Air Freight,23-10-2025,07-11-2025,08-11-2025,619.49,USD,Port_Customs_Hold,4839.59
SHP-0000288,PO-SYN-0015348,WH-07,Maersk,Air Freight,17-08-2024,01-09-2024,03-09-2024,3732.1,USD,In_Transit,14240.43
SHP-0000289,PO-SYN-0000616,WH-12,Maersk,Truck,24-03-2024,08-04-2024,08-04-2024,2882.88,USD,Port_Customs_Hold,11012.98
SHP-0000290,PO-SYN-0011896,WH-09,FedEx,Road Transport,02-08-2025,17-08-2025,24-08-2025,4475.97,USD,Port_Customs_Hold,23212.85
SHP-0000291,PO-SYN-0000765,WH-18,FedEx,Air Freight,04-04-2024,19-04-2024,18-04-2024,7794.46,USD,Port_Customs_Hold,22579.01
SHP-0000292,PO-SYN-0005143,WH-25,Maersk Line,Air Freight,15-11-2025,30-11-2025,04-12-2025,2240.21,USD,Port_Customs_Hold,14803.98
SHP-0000293,PO-SYN-0007735,WH-07,DB Schenker,Ocean Freight,19-07-2024,03-08-2024,10-08-2024,5094.24,USD,In_Transit,16120.05
SHP-0000294,PO-SYN-0016314,WH-11,FedEx,Air Freight,09-08-2025,24-08-2025,03-09-2025,5505.3,USD,Port_Customs_Hold,0
SHP-0000295,PO-SYN-0014127,WH-03,DHL Express,Ocean Freight,20-04-2024,05-05-2024,16-05-2024,4412.15,USD,Scheduled,16134.67
SHP-0000296,PO-SYN-0016183,WH-28,MSC Logistics,Truck,26-07-2024,10-08-2024,08-08-2024,2394.56,USD,Delayed_Weather,11799.91
SHP-0000297,PO-SYN-0003427,WH-19,DHL Express,Air Freight,07-08-2025,22-08-2025,28-08-2025,1715.98,USD,Delivered,5546.41
SHP-0000298,PO-SYN-0018912,WH-15,Maersk,Air Freight,07-10-2025,22-10-2025,29-10-2025,5001.84,USD,Delivered,21542.78
SHP-0000299,PO-SYN-0018132,WH-27,DHL Express,Road Transport,30-12-2025,14-01-2026,06-02-2026,2283.05,USD,Delivered,11905.83
SHP-0000300,PO-SYN-0011150,WH-14,FedEx,Ocean Freight,27-11-2024,12-12-2024,21-12-2024,5880.91,USD,Delayed_Weather,6152.255
SHP-0000301,PO-SYN-0019159,WH-08,DHL,Ocean Freight,30-12-2025,14-01-2026,24-01-2026,3891.04,USD,Delivered,14925.15
SHP-0000302,PO-SYN-0002666,WH-12,Maersk Line,Air Freight,01-01-2025,16-01-2025,22-01-2025,3793.55,USD,In_Transit,18903
SHP-0000303,PO-SYN-0005790,WH-08,FedEx Express,Air Freight,03-01-2025,18-01-2025,20-01-2025,636.28,USD,Scheduled,4143.66
SHP-0000304,PO-SYN-0010615,WH-22,DHL Express,Road Transport,20-11-2024,05-12-2024,25-12-2024,1784.5,USD,Delivered,9369.73
SHP-0000305,PO-SYN-0014590,WH-49,FedEx Express,Ocean Freight,15-03-2025,30-03-2025,08-04-2025,6703.65,USD,Delivered,22205.51
SHP-0000306,PO-SYN-0016736,WH-16,MSC Logistics,Ocean Freight,12-07-2025,27-07-2025,05-08-2025,2952.18,USD,Delivered,18728.46
SHP-0000307,PO-SYN-0002812,WH-17,DHL Express,Air Freight,13-07-2024,28-07-2024,12-08-2024,5365.09,USD,Delivered,18208.61
SHP-0000308,PO-SYN-0006224,WH-37,FedEx,Road Transport,30-09-2024,15-10-2024,17-10-2024,317.59,USD,Delayed_Weather,0
SHP-0000309,PO-SYN-0004761,WH-29,DHL,Air Freight,04-12-2025,19-12-2025,21-12-2025,739.48,USD,In_Transit,3533.56
SHP-0000310,PO-SYN-0003870,WH-39,MSC Logistics,Air Freight,20-03-2024,04-04-2024,09-04-2024,779.51,USD,Delivered,3232.33
SHP-0000311,PO-SYN-0001778,WH-35,Maersk,Air Freight,01-10-2024,16-10-2024,17-10-2024,1392.17,USD,In_Transit,5660.9
SHP-0000312,PO-SYN-0019195,WH-50,Maersk,Ocean Freight,04-01-2025,19-01-2025,21-01-2025,5561.53,USD,Delivered,20703.5
SHP-0000313,PO-SYN-0007913,WH-12,Maersk,Air Freight,04-07-2025,19-07-2025,23-07-2025,5374.59,USD,Delivered,24276.25
SHP-0000314,PO-SYN-0009691,WH-20,Maersk,Air Freight,27-06-2025,12-07-2025,11-07-2025,2545.26,USD,Delivered,18826.01
SHP-0000315,PO-SYN-0008723,WH-44,FedEx,Air Freight,30-10-2025,14-11-2025,13-11-2025,6797.21,USD,Scheduled,20987.43
SHP-0000316,PO-SYN-0001396,WH-28,DHL Express,Air Freight,06-01-2026,21-01-2026,20-01-2026,4191.4,USD,Scheduled,23618.43
SHP-0000317,PO-SYN-0015729,WH-19,FedEx Express,Ocean Freight,28-03-2025,12-04-2025,18-04-2025,4567.1,USD,Port_Customs_Hold,15832.66
SHP-0000318,PO-SYN-0018742,WH-07,Maersk Line,Road Transport,27-05-2026,11-06-2026,20-06-2026,506.01,USD,Scheduled,1789.03
SHP-0000319,PO-SYN-0013329,WH-44,Maersk Line,Truck,24-05-2024,08-06-2024,26-06-2024,3838.58,USD,Delivered,21240.89
SHP-0000320,PO-SYN-0004582,WH-26,FedEx Express,Air Freight,30-10-2024,14-11-2024,25-11-2024,5810.65,USD,Delayed_Weather,19417.73
SHP-0000321,PO-SYN-0014792,WH-10,Maersk Line,Ocean Freight,09-02-2026,24-02-2026,28-02-2026,1361.44,USD,In_Transit,8526.22
SHP-0000322,PO-SYN-0003744,WH-31,MSC Logistics,Air Freight,13-10-2024,28-10-2024,29-10-2024,4313.75,USD,Delayed_Weather,0
SHP-0000323,PO-SYN-0000782,WH-45,Maersk Line,Truck,17-03-2024,01-04-2024,05-04-2024,1785.95,USD,In_Transit,13665.5
SHP-0000324,PO-SYN-0006160,WH-09,DHL,Ocean Freight,11-01-2026,26-01-2026,05-02-2026,2953.64,USD,Port_Customs_Hold,15204.62
SHP-0000325,PO-SYN-0009808,WH-50,Maersk,Truck,14-02-2024,29-02-2024,04-03-2024,1792.26,USD,Delayed_Weather,14303.66
SHP-0000326,PO-SYN-0006946,WH-15,DB Schenker,Ocean Freight,11-04-2024,26-04-2024,03-05-2024,1167.96,USD,Port_Customs_Hold,3343.31
SHP-0000327,PO-SYN-0003004,WH-46,FedEx Express,Ocean Freight,12-06-2025,27-06-2025,09-07-2025,1378.58,USD,Delivered,7278.69
SHP-0000328,PO-SYN-0011952,WH-50,DHL,Air Freight,22-01-2025,06-02-2025,02-03-2025,177.29,USD,Delivered,548.93
SHP-0000329,PO-SYN-0001897,WH-04,Maersk Line,Air Freight,05-12-2025,20-12-2025,28-12-2025,2412.11,USD,Port_Customs_Hold,19051.37
SHP-0000330,PO-SYN-0000209,WH-29,FedEx,Truck,06-09-2024,21-09-2024,27-09-2024,160.28,USD,Port_Customs_Hold,908.16
SHP-0000331,PO-SYN-0018255,WH-35,DHL,Air Freight,04-06-2026,19-06-2026,30-06-2026,4998.38,USD,In_Transit,23533.15
SHP-0000332,PO-SYN-0018237,WH-27,Maersk Line,Air Freight,07-01-2025,22-01-2025,26-01-2025,1411.11,USD,Port_Customs_Hold,11246.08
SHP-0000333,PO-SYN-0005040,WH-36,MSC Logistics,Air Freight,04-04-2026,19-04-2026,21-04-2026,2708.8,USD,Scheduled,18718.36
SHP-0000334,PO-SYN-0015749,WH-07,MSC Logistics,Ocean Freight,20-09-2024,05-10-2024,07-10-2024,5334.03,USD,In_Transit,20270.62
SHP-0000335,PO-SYN-0013904,WH-09,DHL Express,Ocean Freight,16-09-2024,01-10-2024,12-10-2024,1601.33,USD,Delayed_Weather,12692.22
SHP-0000336,PO-SYN-0018790,WH-33,FedEx Express,Ocean Freight,06-03-2026,21-03-2026,26-03-2026,4034.55,USD,In_Transit,14059.03
SHP-0000337,PO-SYN-0009692,WH-31,FedEx,Ocean Freight,03-06-2025,18-06-2025,19-06-2025,916.63,USD,Scheduled,6596.2
SHP-0000338,PO-SYN-0010623,WH-15,Maersk,Road Transport,03-03-2024,18-03-2024,26-03-2024,195.44,USD,Delivered,1011.42
SHP-0000339,PO-SYN-0016328,WH-48,FedEx Express,Road Transport,15-05-2024,30-05-2024,08-06-2024,1070.34,USD,Port_Customs_Hold,3137.61
SHP-0000340,PO-SYN-0009517,WH-17,Maersk,Air Freight,01-05-2024,16-05-2024,27-05-2024,4537.37,USD,Delivered,6152.255
SHP-0000341,PO-SYN-0012994,WH-32,MSC Logistics,Ocean Freight,11-08-2025,26-08-2025,26-08-2025,7581.35,USD,Delayed_Weather,23781.19
SHP-0000342,PO-SYN-0016095,WH-19,MSC Logistics,Road Transport,11-03-2026,26-03-2026,19-04-2026,137.76,USD,Delivered,630.46
SHP-0000343,PO-SYN-0003530,WH-18,DHL,Ocean Freight,04-05-2025,19-05-2025,30-05-2025,423.74,USD,Delayed_Weather,3205.11
SHP-0000344,PO-SYN-0000386,WH-50,Maersk,Air Freight,20-05-2025,04-06-2025,11-06-2025,3518.79,USD,Scheduled,12818
SHP-0000345,PO-SYN-0001787,WH-41,DHL,Air Freight,15-06-2026,30-06-2026,07-07-2026,2284.48,USD,Port_Customs_Hold,17172.28
SHP-0000346,PO-SYN-0012317,WH-23,DHL Express,Ocean Freight,04-07-2025,19-07-2025,19-07-2025,4390.25,USD,Delayed_Weather,13097.49
SHP-0000347,PO-SYN-0016327,WH-22,FedEx,Ocean Freight,18-12-2024,02-01-2025,04-01-2025,4776.86,USD,Delayed_Weather,15901.69
SHP-0000348,PO-SYN-0001300,WH-23,DHL Express,Ocean Freight,06-01-2025,21-01-2025,28-01-2025,2511.09,USD,Scheduled,17516.36
SHP-0000349,PO-SYN-0018227,WH-24,MSC Logistics,Road Transport,17-06-2024,02-07-2024,11-07-2024,2296.02,USD,Scheduled,8707.26
SHP-0000350,PO-SYN-0009892,WH-23,FedEx Express,Ocean Freight,04-06-2025,19-06-2025,30-05-2025,1160.38,USD,Delivered,0
SHP-0000351,PO-SYN-0003798,WH-14,DHL,Road Transport,31-12-2025,15-01-2026,19-01-2026,2093.18,USD,Port_Customs_Hold,14681.2
SHP-0000352,PO-SYN-0005750,WH-09,DB Schenker,Air Freight,25-01-2026,09-02-2026,07-02-2026,1190.37,USD,In_Transit,4354.8
SHP-0000353,PO-SYN-0002021,WH-21,FedEx Express,Road Transport,13-06-2025,28-06-2025,11-07-2025,4462.55,USD,Delivered,13199.83
SHP-0000354,PO-SYN-0015130,WH-21,FedEx,Ocean Freight,25-08-2024,09-09-2024,20-09-2024,5700.82,USD,In_Transit,17365.26
SHP-0000355,PO-SYN-0017023,WH-42,DHL,Ocean Freight,03-12-2024,18-12-2024,29-12-2024,5327.6,USD,Scheduled,16813.21
SHP-0000356,PO-SYN-0014147,WH-45,FedEx Express,Air Freight,30-01-2025,14-02-2025,13-02-2025,2152.4,USD,In_Transit,15616
SHP-0000357,PO-SYN-0011319,WH-10,DB Schenker,Air Freight,24-11-2024,09-12-2024,14-12-2024,4353.74,USD,In_Transit,18928.23
SHP-0000358,PO-SYN-0010270,WH-14,MSC Logistics,Air Freight,02-12-2025,17-12-2025,15-12-2025,6258.39,USD,In_Transit,19234.18
SHP-0000359,PO-SYN-0014800,WH-25,FedEx,Ocean Freight,27-12-2024,11-01-2025,12-01-2025,4099.16,USD,Port_Customs_Hold,17665.72
